id,name,menu,menu_title,doc,device,mixer_device,"Hydraulic
Circuit
Diagram",label_en,label_de,type,unit,scale,values,increment,default,read,write,comment
0x1741,dhw_auto_1_thu_2,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Thursday :: Switching cycle 2,Warmwasserprogramm 1 :: Donnerstag :: Schaltzeit 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1742,dhw_auto_1_thu_3,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Thursday :: Switching cycle 3,Warmwasserprogramm 1 :: Donnerstag :: Schaltzeit 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1750,dhw_auto_1_fri_1,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Friday :: Switching cycle 1,Warmwasserprogramm 1 :: Freitag :: Schaltzeit 1,timerange,,,,,00:00-23:45,TRUE,TRUE,
0x1751,dhw_auto_1_fri_2,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Friday :: Switching cycle 2,Warmwasserprogramm 1 :: Freitag :: Schaltzeit 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1752,dhw_auto_1_fri_3,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Friday :: Switching cycle 3,Warmwasserprogramm 1 :: Freitag :: Schaltzeit 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1760,dhw_auto_1_sat_1,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Saturday :: Switching cycle 1,Warmwasserprogramm 1 :: Samstag :: Schaltzeit 1,timerange,,,,,00:00-23:45,TRUE,TRUE,
0x1761,dhw_auto_1_sat_2,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Saturday :: Switching cycle 2,Warmwasserprogramm 1 :: Samstag :: Schaltzeit 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1762,dhw_auto_1_sat_3,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Saturday :: Switching cycle 3,Warmwasserprogramm 1 :: Samstag :: Schaltzeit 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1770,dhw_auto_1_sun_1,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Sunday :: Switching cycle 1,Warmwasserprogramm 1 :: Sonntag :: Schaltzeit 1,timerange,,,,,00:00-23:45,TRUE,TRUE,
0x1771,dhw_auto_1_sun_2,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Sunday :: Switching cycle 2,Warmwasserprogramm 1 :: Sonntag :: Schaltzeit 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1772,dhw_auto_1_sun_3,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Sunday :: Switching cycle 3,Warmwasserprogramm 1 :: Sonntag :: Schaltzeit 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1780,dhw_auto_1_mon_fri_1,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Monday to Friday :: Switching cycle 1,Warmwasserprogramm 1 :: Montag – Freitag :: Schaltzeit 1,timerange,,,,,,TRUE,TRUE,
0x1781,dhw_auto_1_mon_fri_2,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Monday to Friday :: Switching cycle 2,Warmwasserprogramm 1 :: Montag – Freitag :: Schaltzeit 2,timerange,,,,,,TRUE,TRUE,
0x1782,dhw_auto_1_mon_fri_3,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Monday to Friday :: Switching cycle 3,Warmwasserprogramm 1 :: Montag – Freitag :: Schaltzeit 3,timerange,,,,,,TRUE,TRUE,
0x1790,dhw_auto_1_sat_sun_1,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Saturday to Sunday :: Switching cycle 1,Warmwasserprogramm 1 :: Samstag und Sonntag :: Schaltzeit 1,timerange,,,,,,TRUE,TRUE,
0x1791,dhw_auto_1_sat_sun_2,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Saturday to Sunday :: Switching cycle 2,Warmwasserprogramm 1 :: Samstag und Sonntag :: Schaltzeit 2,timerange,,,,,,TRUE,TRUE,
0x1792,dhw_auto_1_sat_sun_3,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Saturday to Sunday :: Switching cycle 3,Warmwasserprogramm 1 :: Samstag und Sonntag :: Schaltzeit 3,timerange,,,,,,TRUE,TRUE,
0x17a0,dhw_auto_1_mon_sun_1,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Monday to Sunday :: Switching cycle 1,Warmwasserprogramm 1 :: Montag – Sonntag :: Schaltzeit 1,timerange,,,,,,TRUE,TRUE,
0x17a1,dhw_auto_1_mon_sun_2,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Monday to Sunday :: Switching cycle 2,Warmwasserprogramm 1 :: Montag – Sonntag :: Schaltzeit 2,timerange,,,,,,TRUE,TRUE,
0x17a2,dhw_auto_1_mon_sun_3,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Monday to Sunday :: Switching cycle 3,Warmwasserprogramm 1 :: Montag – Sonntag :: Schaltzeit 3,timerange,,,,,,TRUE,TRUE,
0x17b0,dhw_auto_1_mon_tue_1,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Monday to Thursday :: Switching cycle 1,Warmwasserprogramm 1 :: Montag – Donnerstag :: Schaltzeit 1,timerange,,,,,,FALSE,FALSE,
0x17b1,dhw_auto_1_mon_tue_2,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Monday to Thursday :: Switching cycle 2,Warmwasserprogramm 1 :: Montag – Donnerstag :: Schaltzeit 2,timerange,,,,,,FALSE,FALSE,
0x17b2,dhw_auto_1_mon_tue_3,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1 :: Monday to Thursday :: Switching cycle 3,Warmwasserprogramm 1 :: Montag – Donnerstag :: Schaltzeit 3,timerange,,,,,,FALSE,FALSE,
0x1800,dhw_auto_2,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2,Warmwasserprogramm 2,timerange,,,,,,FALSE,FALSE,
0x1810,dhw_auto_2_mon_1,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Monday :: Switching cycle 1,Warmwasserprogramm 2 :: Montag :: Schaltzeit 1,timerange,,,,,05:00-21:00,TRUE,TRUE,
0x1811,dhw_auto_2_mon_2,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Monday :: Switching cycle 2,Warmwasserprogramm 2 :: Montag :: Schaltzeit 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1812,dhw_auto_2_mon_3,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Monday :: Switching cycle 3,Warmwasserprogramm 2 :: Montag :: Schaltzeit 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1820,dhw_auto_2_tue_1,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Tuesday :: Switching cycle 1,Warmwasserprogramm 2 :: Dienstag :: Schaltzeit 1,timerange,,,,,05:00-21:00,TRUE,TRUE,
0x1821,dhw_auto_2_tue_2,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Tuesday :: Switching cycle 2,Warmwasserprogramm 2 :: Dienstag :: Schaltzeit 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1822,dhw_auto_2_tue_3,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Tuesday :: Switching cycle 3,Warmwasserprogramm 2 :: Dienstag :: Schaltzeit 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1830,dhw_auto_2_wed_1,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Wednesday :: Switching cycle 1,Warmwasserprogramm 2 :: Mittwoch :: Schaltzeit 1,timerange,,,,,05:00-21:00,TRUE,TRUE,
0x1831,dhw_auto_2_wed_2,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Wednesday :: Switching cycle 2,Warmwasserprogramm 2 :: Mittwoch :: Schaltzeit 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1832,dhw_auto_2_wed_3,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Wednesday :: Switching cycle 3,Warmwasserprogramm 2 :: Mittwoch :: Schaltzeit 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1840,dhw_auto_2_thu_1,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Thursday :: Switching cycle 1,Warmwasserprogramm 2 :: Donnerstag :: Schaltzeit 1,timerange,,,,,05:00-21:00,TRUE,TRUE,
0x1841,dhw_auto_2_thu_2,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Thursday :: Switching cycle 2,Warmwasserprogramm 2 :: Donnerstag :: Schaltzeit 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1842,dhw_auto_2_thu_3,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Thursday :: Switching cycle 3,Warmwasserprogramm 2 :: Donnerstag :: Schaltzeit 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1850,dhw_auto_2_fri_1,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Friday :: Switching cycle 1,Warmwasserprogramm 2 :: Freitag :: Schaltzeit 1,timerange,,,,,05:00-21:00,TRUE,TRUE,
0x1851,dhw_auto_2_fri_2,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Friday :: Switching cycle 2,Warmwasserprogramm 2 :: Freitag :: Schaltzeit 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1852,dhw_auto_2_fri_3,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Friday :: Switching cycle 3,Warmwasserprogramm 2 :: Freitag :: Schaltzeit 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1860,dhw_auto_2_sat_1,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Saturday :: Switching cycle 1,Warmwasserprogramm 2 :: Samstag :: Schaltzeit 1,timerange,,,,,06:00-22:00,TRUE,TRUE,
0x1861,dhw_auto_2_sat_2,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Saturday :: Switching cycle 2,Warmwasserprogramm 2 :: Samstag :: Schaltzeit 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1862,dhw_auto_2_sat_3,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Saturday :: Switching cycle 3,Warmwasserprogramm 2 :: Samstag :: Schaltzeit 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1870,dhw_auto_2_sun_1,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Sunday :: Switching cycle 1,Warmwasserprogramm 2 :: Sonntag :: Schaltzeit 1,timerange,,,,,06:00-22:00,TRUE,TRUE,
0x1871,dhw_auto_2_sun_2,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Sunday :: Switching cycle 2,Warmwasserprogramm 2 :: Sonntag :: Schaltzeit 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1872,dhw_auto_2_sun_3,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Sunday :: Switching cycle 3,Warmwasserprogramm 2 :: Sonntag :: Schaltzeit 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1880,dhw_auto_2_mon_fri_1,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Monday – Friday :: Switching cycle 1,Warmwasserprogramm 2 :: Montag – Freitag :: Schaltzeit 1,timerange,,,,,,TRUE,TRUE,
0x1881,dhw_auto_2_mon_fri_2,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Monday – Friday :: Switching cycle 2,Warmwasserprogramm 2 :: Montag – Freitag :: Schaltzeit 2,timerange,,,,,,TRUE,TRUE,
0x1882,dhw_auto_2_mon_fri_3,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Monday – Friday :: Switching cycle 3,Warmwasserprogramm 2 :: Montag – Freitag :: Schaltzeit 3,timerange,,,,,,TRUE,TRUE,
0x1890,dhw_auto_2_sat_sun_1,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,"Hot water auto. 2 :: Saturday, Sunday :: Switching cycle 1","Warmwasserprogramm 2 :: Samstag, Sonntag :: Schaltzeit 1",timerange,,,,,,TRUE,TRUE,
0x1891,dhw_auto_2_sat_sun_2,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,"Hot water auto. 2 :: Saturday, Sunday :: Switching cycle 2","Warmwasserprogramm 2 :: Samstag, Sonntag :: Schaltzeit 2",timerange,,,,,,TRUE,TRUE,
0x1892,dhw_auto_2_sat_sun_3,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,"Hot water auto. 2 :: Saturday, Sunday :: Switching cycle 3","Warmwasserprogramm 2 :: Samstag, Sonntag :: Schaltzeit 3",timerange,,,,,,TRUE,TRUE,
0x18a0,dhw_auto_2_mon_sun_1,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Monday – Sunday :: Switching cycle 1,Warmwasserprogramm 2 :: Montag – Sonntag :: Schaltzeit 1,timerange,,,,,,TRUE,TRUE,
0x18a1,dhw_auto_2_mon_sun_2,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Monday – Sunday :: Switching cycle 2,Warmwasserprogramm 2 :: Montag – Sonntag :: Schaltzeit 2,timerange,,,,,,TRUE,TRUE,
0x18a2,dhw_auto_2_mon_sun_3,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Monday – Sunday :: Switching cycle 3,Warmwasserprogramm 2 :: Montag – Sonntag :: Schaltzeit 3,timerange,,,,,,TRUE,TRUE,
0x18b0,dhw_auto_2_mon_tue_1,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Monday – Thursday :: Switching cycle 1,Warmwasserprogramm 2 :: Montag – Donnerstag :: Schaltzeit 1,timerange,,,,,,FALSE,FALSE,
0x18b1,dhw_auto_2_mon_tue_2,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Monday – Thursday :: Switching cycle 2,Warmwasserprogramm 2 :: Montag – Donnerstag :: Schaltzeit 2,timerange,,,,,,FALSE,FALSE,
0x18b2,dhw_auto_2_mon_tue_3,4.3.2,Time program :: Hot water auto. 2,7.4,HG1,,,Hot water auto. 2 :: Monday – Thursday :: Switching cycle 3,Warmwasserprogramm 2 :: Montag – Donnerstag :: Schaltzeit 3,timerange,,,,,,FALSE,FALSE,
0x1a10,circulation_mon_1,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Monday :: Switching cycle 1,Zirkulationsprogramm :: Montag :: Schaltzyklus 1,timerange,,,,,,TRUE,TRUE,
0x1a11,circulation_mon_2,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Monday :: Switching cycle 2,Zirkulationsprogramm :: Montag :: Schaltzyklus 2,timerange,,,,,,TRUE,TRUE,
0x1a12,circulation_mon_3,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Monday :: Switching cycle 3,Zirkulationsprogramm :: Montag :: Schaltzyklus 3,timerange,,,,,,TRUE,TRUE,
0x1a20,circulation_tue_1,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Tuesday :: Switching cycle 1,Zirkulationsprogramm :: Dienstag :: Schaltzyklus 1,timerange,,,,,,TRUE,TRUE,
0x1a21,circulation_tue_2,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Tuesday :: Switching cycle 2,Zirkulationsprogramm :: Dienstag :: Schaltzyklus 2,timerange,,,,,,TRUE,TRUE,
0x1a22,circulation_tue_3,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Tuesday :: Switching cycle 3,Zirkulationsprogramm :: Dienstag :: Schaltzyklus 3,timerange,,,,,,TRUE,TRUE,
0x1a30,circulation_wed_1,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Wednesday :: Switching cycle 1,Zirkulationsprogramm :: Mittwoch :: Schaltzyklus 1,timerange,,,,,,TRUE,TRUE,
0x1a31,circulation_wed_2,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Wednesday :: Switching cycle 2,Zirkulationsprogramm :: Mittwoch :: Schaltzyklus 2,timerange,,,,,,TRUE,TRUE,
0x1a32,circulation_wed_3,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Wednesday :: Switching cycle 3,Zirkulationsprogramm :: Mittwoch :: Schaltzyklus 3,timerange,,,,,,TRUE,TRUE,
0x1a40,circulation_thu_1,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Thursday :: Switching cycle 1,Zirkulationsprogramm :: Donnerstag :: Schaltzyklus 1,timerange,,,,,,TRUE,TRUE,
0x1a41,circulation_thu_2,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Thursday :: Switching cycle 2,Zirkulationsprogramm :: Donnerstag :: Schaltzyklus 2,timerange,,,,,,TRUE,TRUE,
0x1a42,circulation_thu_3,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Thursday :: Switching cycle 3,Zirkulationsprogramm :: Donnerstag :: Schaltzyklus 3,timerange,,,,,,TRUE,TRUE,
0x1a50,circulation_fri_1,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Friday :: Switching cycle 1,Zirkulationsprogramm :: Friday :: Schaltzyklus 1,timerange,,,,,,TRUE,TRUE,
0x1a51,circuatlion_fri_2,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Friday :: Switching cycle 2,Zirkulationsprogramm :: Friday :: Schaltzyklus 2,timerange,,,,,,TRUE,TRUE,
0x1a52,circulation_fri_3,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Friday :: Switching cycle 3,Zirkulationsprogramm :: Friday :: Schaltzyklus 3,timerange,,,,,,TRUE,TRUE,
0x1a60,circulation_sat_1,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Saturday :: Switching cycle 1,Zirkulationsprogramm :: Samstag :: Schaltzyklus 1,timerange,,,,,,TRUE,TRUE,
0x1a61,circulation_sat_2,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Saturday :: Switching cycle 2,Zirkulationsprogramm :: Samstag :: Schaltzyklus 2,timerange,,,,,,TRUE,TRUE,
0x1a62,circulation_sat_3,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Saturday :: Switching cycle 3,Zirkulationsprogramm :: Samstag :: Schaltzyklus 3,timerange,,,,,,TRUE,TRUE,
0x1a70,circulation_sun_1,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Sunday :: Switching cycle 1,Zirkulationsprogramm :: Sonntag :: Schaltzyklus 1,timerange,,,,,,TRUE,TRUE,
0x1a71,circulation_sun_2,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Sunday :: Switching cycle 2,Zirkulationsprogramm :: Sonntag :: Schaltzyklus 2,timerange,,,,,,TRUE,TRUE,
0x1a72,circulation_sun_3,4.3.2,Time program :: Circulation Program,7.4,HG1,,,Circulation program :: Sunday :: Switching cycle 3,Zirkulationsprogramm :: Sonntag :: Schaltzyklus 3,timerange,,,,,,TRUE,TRUE,
0x0122,date_day,4.4.1,Settings :: Display,7.5.1,HG1,,,Date :: Day,Datum :: Tag,i8,,,1-31,,,TRUE,TRUE,
0x0123,date_month,4.4.1,Settings :: Display,7.5.1,HG1,,,Date :: Month,Datum :: Monat,i8,,,1-12,,,TRUE,TRUE,
0x0124,date_year,4.4.1,Settings :: Display,7.5.1,HG1,,,Date :: Year,Datum :: Jahr,i8,,,0-49,,,TRUE,TRUE,Is 2049 really the max year?
0x0125,time_hour,4.4.1,Settings :: Display,7.5.1,HG1,,,Time :: Hour,Datum :: Stunde,i8,,,0-23,,,TRUE,TRUE,
0x0126,time_minute,4.4.1,Settings :: Display,7.5.1,HG1,,,Time :: Minute,Datum :: Minute,i8,,,0-59,,,TRUE,TRUE,
0xc34c,outdoor_unit,4.4.2,Settings :: System,7.5.2,HG1,,,Outdoor Unit,Außengerät,enum16,,,OutdoorUnit,,,TRUE,TRUE,
0xc34d,indoor_unit,4.4.2,Settings :: System,7.5.2,HG1,,,Indoor Unit,Innengerät,enum16,,,IndoorUnit,,,TRUE,TRUE,
0x06dd,heating_system,4.4.2,Settings :: System,7.5.2,Outdoor,,,Heating System,Heizsystem,enum16,,,HeatingSystem,,FloorHeating,TRUE,TRUE,c15e Outdoor -> rocon
0x06db,pump_dt_heating,4.4.2,Settings :: System,7.5.2,Outdoor,,,Pump dT heating,Pumpe dT Heizen,dec,K,10,3-10,1,5,TRUE,TRUE,
0x06dc,pump_dt_cooling,4.4.2,Settings :: System,7.5.2,Outdoor,,,Pump dT cooling,Pumpe dT Kuehlen,dec,K,10,3-10,1,5,TRUE,TRUE,
0x06d0,glycol,4.4.2,Settings :: System,7.5.2,Outdoor,,,Glycol,Glykol,bool,,,,,,TRUE,TRUE,"0=No glycol added
1=Glocol added"
0x06d1,hp_power_limitation,4.4.2,Settings :: System,7.5.2,Outdoor,,,HP Power limitation,Leistungsbegrenzung Wärmepumpe,i16,A,,20-50,,50,TRUE,TRUE,
0x06e1,pump_limit,4.4.2,Settings :: System,7.5.2,Outdoor,,,Pump limit,Pumpenlimit,enum16,,,PumpLimit,,,TRUE,TRUE,
0x0130,min_mixer_valve_pump,(4.4.2),Mixer module :: System,9.3,,HCM2,,Min. mixer valve pump,Min. Mischer Pumpe,i16,,,10-100,1,30,TRUE,TRUE,
0x012f,max_mixer_valve_pump,(4.4.2),Mixer module :: System,9.3,,HCM2,,Max. mixer valve pump,Max. Mischer Pumpe,i16,,,20-100,1,100,TRUE,TRUE,
0x06d2,ext_heat_source,4.4.3,Settings :: Ext. source,7.5.3,Outdoor,,,Config. ext. heat source,Konfig. externe Wärmequelle,enum16,,,ExtHeatSource,,BackupHeater,TRUE,TRUE,
0x0668,ext_power_hot_water,4.4.3,Settings :: Ext. source,7.5.3,HG1,,,External power hot water,Ext. Leistung Warmwasser,dec,kW,100,1-40,1,3,TRUE,TRUE,
0x0669,ext_power_stage_1,4.4.3,Settings :: Ext. source,7.5.3,HG1,,,External power stage 1,Ext. Leistung Stufe 1,dec,kW,100,1-40,1,3,TRUE,TRUE,
0x066a,ext_power_stage_2,4.4.3,Settings :: Ext. source,7.5.3,HG1,,,External power stage 2,Ext. Leistung Stufe 2,dec,kW,100,1-40,1,3,TRUE,TRUE,
0x06d3,bivalence_function,4.4.3,Settings :: Ext. source,7.5.3,Outdoor,,,Bivalence function,Bivalenzfunktion,enum16,,,BivalenceFunction,,,TRUE,TRUE,
0x06d4,bivalence_temp,4.4.3,Settings :: Ext. source,7.5.3,Outdoor,,,Bivalence temperature,Bivalenztemperatur,dec,C,10,-15-35,1,0,TRUE,TRUE,
0x0693,smart_grid,4.4.4,Settings :: Inputs/Outputs,7.5.4,HG1,,,Smart grid,Smart Grid,bool,,,,,,TRUE,TRUE,
0x0694,smart_grid_mode,4.4.4,Settings :: Inputs/Outputs,7.5.4,HG1,,,Smart grid mode,Modus Smart Grid,enum16,,,SmartGridMode,,Comfort,TRUE,TRUE,
0x066f,ht_nt_function,4.4.4,Settings :: Inputs/Outputs,7.5.4,HG1,,,HT/NT function,HT/NT Funktion,enum16,,,HtNtFunction,,Inactive,TRUE,TRUE,
0x0670,ht_nt_contact,4.4.4,Settings :: Inputs/Outputs,7.5.4,HG1,,,HT/NT contact,HT/NT Anschluss,enum16,,,HtNtContact,,NormallyOpenContact,TRUE,TRUE,
0x0678,room_thermostat,4.4.4,Settings :: Inputs/Outputs,7.5.4,HG1,,,Room thermostat,Raumthermostat,bool,,,,,FALSE,TRUE,TRUE,
0x0679,interlink_function,4.4.4,Settings :: Inputs/Outputs,7.5.4,HG1,,,Interlink function,Interlinkfunktion,bool,,,,,FALSE,TRUE,TRUE,
0x0489,programmable_output,4.4.4,Settings :: Inputs/Outputs,7.5.3,HG1,,,Programmable output (230V),Programmierbarer Ausgang (230V),enum16,,,ProgrammableOutput,,CirculationRequest,TRUE,TRUE,
0x06e6,func_burner_blocking_contact,4.4.4,Settings :: Inputs/Outputs,7.5.4,HG1,,,Func. burner blocking contact,Funktion Brennersperrkontakt,enum16,,,FuncBurnerBlockingContact,,ResistanceValues,TRUE,TRUE,
0x0671,aux_switching_function,4.4.4,Settings :: Inputs/Outputs,7.5.4,HG1,,,AUX switching function,AUX-Schaltfunktion,enum16,,,AuxSwitchingFunction,,Inactive,TRUE,TRUE,
0x0672,aux_wait_time,4.4.4,Settings :: Inputs/Outputs,7.5.4,HG1,,,AUX wait time,AUX-Wartezeit,i16,s,,0-600,,120,TRUE,TRUE,
0x0673,aux_switching_threshold_tdhw,4.4.4,Settings :: Inputs/Outputs,7.5.4,HG1,,,Switching threshold TDHW (AUX),Schaltschwelle DTHW (AUX),dec,C,10,20-85,,50,TRUE,TRUE,
0x06e3,continuous_heating,4.4.5,Settings :: ISM,7.5.5,HG1,,,Continuous heating,Continuous heating,bool,,,,,TRUE,TRUE,TRUE,
0x066c,heating_support,4.4.5,Settings :: ISM,7.5.5,HG1,,,Heating support (HZU),Heizungsunterstützung (HZU),bool,,,,,,TRUE,TRUE,
0x066b,heating_support_power,4.4.5,Settings :: ISM,7.5.5,HG1,,,Heating support power,Leistung BIV,dec,kW,100,3-40,1,15,TRUE,TRUE,
0x066d,heating_support_hysteresis,4.4.5,Settings :: ISM,7.5.5,HG1,,,Heating support hysteresis,HZU Hysterese,dec,K,10,2-15,1,5,TRUE,TRUE,
0x066e,heating_support_max_temp,4.4.5,Settings :: ISM,7.5.5,HG1,,,Heating support max. temp.,HZU Max. Temperatur,dec,C,10,5-85,1,60,TRUE,TRUE,
0x067e,min_pump_power,4.4.5,Settings :: ISM,7.5.5,HG1,,,Min. pump power,Min. Leistung Pumpe,dec,%,10,40-80,1,50,TRUE,TRUE,
0x067f,max_pump_power,4.4.5,Settings :: ISM,7.5.5,HG1,,,Max. pump power,Max. Leistung Pumpe,dec,%,10,60-80,1,50,TRUE,TRUE,
0xc0c4,outside_temp_sensor,4.5.2,Configuration :: Sensors,7.6.1,HG1,,,Outside temperature sensor,Außentemperaturfühler,enum16,,,OutsideTempSensor,,IntegratedSensor,TRUE,TRUE,
